ID_Customer,CompanyName,CustomerType,CustomerSource,Terms,Cust_Cont_ContNum_x_PrimaryPhone::Number,Cust_Cont_ContNum_x_PrimaryFax::Number
12724,Shoreline Fire Station #61,Fire/Police,,Pay On Pickup,253-686-1343,
,,,,,253-686-1343,
12725,"TARGA Real Estate Services, Inc. ",Corporate,Drive By,Net 30,253-815-0393,253-754-6031
,,,,,253-815-0393,
,,,,,253-565-4770,
,,,,,253-472-5552,
,,,,,,
,,,,,253-754-6050,
,,,,,253-759-2227,
12729,MT Gutters NW ,Construction ,Drive By,Pay On Pickup,206-422-8401,
12730,CRPF (Chinese Reconciliation Project Foundation),Events,Jot Form Website,Pay On Pickup,253-414-8487,
,,,,,,
12731,"CHG Building Systems, Inc. ",Construction ,Jot Form Website,Pay On Pickup,425-225-5747 X4013,
12732,Emperado KSDI Kajukenbo Self Defense Institute ,Corporate,Google Search,Pay On Pickup,253-307-4977,
,,,,,619-600-8632,
,,,,,,
12733,The Cleaning Valkyries ,Corporate,,Pay On Pickup,206-450-5005,
12734,Bumblebee Services Inc.,Construction ,,Pay On Pickup,253-267-1690,
,,,,,253-267-1690,
12735,Rollins Construction ,Construction ,,Pay On Pickup,253-846-9393,
12737,Aero- Plastics INC.,Corporate,,Pay On Pickup,425-226-3400,
12738,Pista Film Solutions  ,Corporate,,Pay On Pickup,206-906-9119,
,,,,,206-906-9119,
,,,,,206-906-9119,
12739,Meridian Dental Care ,Medical ,Jot Form Website,Pay On Pickup,931-494-6959,
12740,Sunset Park,AMC,Referral,Net 10,206-244-0200,
,,,,,,
12741,City Of Bonney Lake ,Corporate,Jot Form Website,Pay On Pickup,253-447-4336,
,,,,,253-709-8704,
12742,Pit Stop Auto Sales ,,Referral,Pay On Pickup,425-591-9866,
12743,Herman Koppisch,Military,Referral,Pay On Pickup,253-219-0990,
12744,Puget Sound Refrigeration LLC ,Corporate,Referral,Pay On Pickup,253-227-6370,
12745,Absolute Life Landscape ,Landscaper,Walk In,Pay On Pickup,253-223-1079,
12746,Destiny City Tattoo,Retail,Jot Form Website,Pay On Pickup,253-468-3777,
12747,"All Tacked Up, LLC",Events,,Pay On Pickup,253-223-9926,
12749,Amazon (Sumner - Packing Lab),Corporate,Drive By,Pay On Pickup,253-306-5979,
12750,Jared Hyatt ,Events,,Prepaid,253-217-8281,
12751,Pacifica One Collision & Restoration ,Corporate,Drive By,Pay On Pickup,253-344-1940,
12752,Debbie Peterson ,Events,Walk In,Pay On Pickup,253-250-1579,
12753,the Art of Dogs 4-H Club,Events,,Pay On Pickup,206-953-8051,
12754,Leslie Ambrose,Events,,Pay On Pickup,206-755-9737,
12755,JBLM-NAC-ODR-Mx,Military,Jot Form Website,Pay On Pickup,907-406-5450,
,,,,,,
12756,CHEEMA Freightlines LLC,Construction ,Old customer,,253-733-5718 x6233,
12757,Progress Terrace,AMC,Referral,Net 10,(503) 590-1050,
,,,,,,
,,,,,,
,,,,,503-590-1050,
12758,lululemon,Corporate,Drive By,Pay On Pickup,425-478-8479,
,,,,,734-780-5367,
,,,,,206-823-9059,
,,,,,,
,,,,,,
,,,,,,
12759,Puget Collision dba CARSTAR and Fix Auto  ,Corporate,Jot Form Website,Pay On Pickup,253-292-9340,
12760,Latitude Yacht Charters ,Corporate,,Pay On Pickup,425-443-5040,
12761,Puyallup Tribal Police Department ,Fire/Police,Jot Form Website,Pay On Pickup,253-680-5631,
,,,,,,
12762,NAS Whidbey Island FCPO,Events,Jot Form Website,,440-308-7665,
12763,CRS Service LLC,Construction ,Old customer,Pay On Pickup,253-606-1350,
12764,Kenzie Bay,Personal ,,Pay On Pickup,720-331-4810,
12765,Kjiel Carlson ,Personal ,Jot Form Website,Pay On Pickup,253-244-1060,
12766,"4G Apparel & Promotions

",Contract,,Net 30,"253-365-5424

",
12768,Robb's Roofing & Waterproofing ,Construction ,Referral,Pay On Pickup,253-255-2951,
,,,,,,
12769,Koviak Construction ,Construction ,,Pay On Pickup,360-353-3449,
12771,Master Builder Solutions ,Construction ,,Pay On Pickup,206-920-4013,
12772,"Taylor Farms Northwest, LLC",Corporate,Google Search,Pay On Pickup,206-432-3461,
,,,,,206-432-3450,C801-430-2218
,,,,,206-218-6950,
,,,,,510-493-6536,
,,,,,206-227-0565,
12773,NW Builder Group,Construction ,Referral,Pay On Pickup,253-370-9062,
,,,,,206-586-6758,
,,,,,253-370-0986,
12774,GLM Charters,,,Pay On Pickup,253-448-0455,
12775,Jeff Crane,,,Pay On Pickup,253-882-4936,
12776,Richard White ,Retail,,Pay On Pickup,253-709-1150,
12777,Water Damage Restoration Service ,Corporate,,Pay On Pickup,206-237-1089,
,,,,,831-613-2852,
12778,The Lisa Nicole Studios,,,,425-877-5533,
12779,Ritter Plumbing Services ,Corporate,Referral,Pay On Pickup,206-769-6914,
,,,,,206-399-1499,
12780,The Big Door Company ,Corporate,Google Search,Pay On Pickup,206-244-3667,
12781,The LowDown Drifters LLC,Corporate,,Pay On Pickup,425-293-1685,
12782,Club Sandwich,Food Service,,Pay On Pickup,541-829-1711,
12783,Radiate Apartments,AMC,Referral,Net 10,425-230-0243,
12784,Ballou Junior High,,,,509-475-2093,
12785,New Sound Trucking School (NSTS),School,Walk In,Pay On Pickup,253-210-0505,
12787,Odyssey Logistics ,Corporate,Walk In,Net 30,C253-686-7129 ,O253-926-5053
,,,,,O253-926-5053,
,,,,,253-281-3000 C,
12788,Major Auto Glass ,Corporate,Walk In,Pay On Pickup,253-224-3924,
12789,Devin Bales,Events,,Pay On Pickup,,
12790,Fulcrum Trading Co.,,,,206-579-8824,
12791,Chris Palacio ,Personal ,,Prepaid,206-816-2181,
12792,Red Moon Ravens,,,,206-579-5305,
12793,"Windermere Production, Inc. ",Corporate,Phone call,Pay On Pickup,224-234-5484,
12794,Lucy Joel,Events,,Pay On Pickup,206-476-7569,
12796,"David's Showcase Floors, INC. ",Corporate,Direct Mail,Pay On Pickup,253-327-1310,
,,,,,253-327-1310,
12797,Fresenius Kidney Care,Medical ,,Pay On Pickup,253-370-3981,
12798,Atkinson Construction ,Construction ,Drive By,Pay On Pickup,206-867-2052,
,,,,,240-712-8131,
12799,Unfinished ,Contract,,Pay On Pickup,213-716-3360,
12800,Sumner Sportsman Club,,,,253-298-1194,
12801,Ridge at Bellevue,AMC,Referral,Net 10,425-747-8482,
12802,Mountain Top Propane Inc   ,Construction ,Walk In,Pay On Pickup,971-910-6227 ,
,,,,,206-313-1790,
12803,Foss Waterway Mgmnt ,Corporate,Jot Form Website,Pay On Pickup,206-799-0800,
,,,,,253-250-1906,
12804,Landrace Brands ,Corporate,,Pay On Pickup,425-420-0470,
12805,Hilltop Artists,Events,Google Search,Pay On Pickup,253-306-5377,
12806,Eskimos INC,Construction ,Referral,Pay On Pickup,907-852-3835,
,,,,,907-852-3835,
12807,Golden Services LLC,Construction ,,Pay On Pickup,253-584-2353,
,,,,,,
12808,Delano Apartments,AMC,Referral,Net 10,425-738-0478,
12809,Todd Miller ,Personal ,Walk In,Pay On Pickup,253-777-7532,
12810,The Meridian at Stone Creek,Corporate,referral,Net 10,253-661-3651,253-405-3651
,,,,,253-661-3651,
12811,River Pointe Apartment ,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12812,The Heights Apartments ,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12813,Cross Pointe Apartment ,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12814,Hiddenvale Apartments,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12815,Narrows Pointe,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12816,Bayside Gardens,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12817,Vista Del Rey Apartments ,Targa Real Estate ,,Pay On Pickup,253-686-7034,
12818,La Grande Station HOA,Corporate,Walk In,Pay On Pickup,253-970-6124,
12819,Capital Funding NW,Corporate,Google Search,Pay On Pickup,206-505-9427,
12820,Church For All,Corporate,Google Search,Pay On Pickup,253-334-0388,
12822,Peak Industrial,Construction ,,Net 10,509-321-0290,
,,,,,253-389-1118,
,,,,,,
,,,,,509-547-4591,
,,,,,509-416-4005,
,,,,,,
,,,,,,
12823,Pacific Bridge,,,,206-850-4967,
12824,Step by Step Pediatric Dentistry  ,Medical ,,Pay On Pickup,618-363-6496,
12825,D Noble Construction ,Construction ,,Pay On Pickup,206-963-3461,
12826,BEWET,Events,Jot Form Website,Pay On Pickup,678-733-0266,
12827,Cedar Ridge By Bonaventure ,Corporate,Referral,Pay On Pickup,253-299-6461,C253-282-7911
,,,,,832-513-8753,
12828,Justus Mechanical LLC,Construction ,,Pay On Pickup,253-202-1697,
12829,Borjas Motors ,Corporate,,Pay On Pickup,509-317-2042,
12830,Sobel University,,,,253-565-2577,
12831,Crafting Corvid,Personal ,,Pay On Pickup,515-421-6899,
12832,Proper Farm,Construction ,Referral,Pay On Pickup,253-334-2570,
12833,HCPA Development,Construction ,Referral,,206-396-7594,
12834,Broken Horn Concrete Services ,Construction ,,Pay On Pickup,206-475-9188,
12835,Promosa,,,,888-610-6710,
12836,Tacoma Fire Dept,Fire/Police,Jot Form Website,,360-480-7747,
,,,,,253-255-4878,c 253-255-4878
,,,,,,
12837,Annie McCauley-Toth,,,,541-230-0663,
,,,,,,
12838,Mirabella,AMC,,Pay On Pickup,,
,,,,,206-701-4883,
12839,Eastside Apparel LLC,Contract,,,206-941-5651,
12840,Afro Dance Seattle ,School,Jot Form Website,Pay On Pickup,202-465-0416,
12841,Power and Light Electric,Construction ,Drive By,,206-708-4523,
12842,Asphalt Restoration and Concrete,Construction ,Old customer,Pay On Pickup,253-346-9064,
12843,Gate Service and Technology ,Construction ,,Pay On Pickup,206-601-4646,
,,,,,206-495-3477,
,,,,,253-281-2504,
12845,Co. X Merchandise,Contract,,Pay On Pickup,615-720-8023,
,,,,,707.738.5784,
12846,Child and Adolescent Psychological Services of Seattle ,Corporate,Jot Form Website,Pay On Pickup,206-659-2708,
12847,UMPQUA BANK,Corporate,,Pay On Pickup,253-305-1576,
12848,Adventure Angling,Retail,,,253-282-4570,
12849,Kassie's Korner Coffee ,Corporate,Facebook ,Pay On Pickup,253-847-8946,
12850,GEC Civil Environmental Contractors,Construction ,Referral,Pay On Pickup,253-534-8202,
,,,,,253-606-8787,
12851,SGS Glass ,Corporate,,Pay On Pickup,206-818-5131,
12852,City Of Des Moines,Corporate,Jot Form Website,Pay On Pickup,206-870-6562,
12853,Bridget Stoker,,,Pay On Pickup,253-568-7990,
12854,Pease Construction,Construction ,Drive By,Pay On Pickup,C253-606-4453,text ok
,,,,,C253-208-7855,
12855,David Evans and Associates,Construction ,,,253-250-0610,
12856,Seattle Mold Dog ,Corporate,Walk In,Prepaid,206-715-5586,
12857,BSE Automotive,Corporate,Referral,Pay On Pickup,253-631-8735,
,,,,,253-851-5351,
12858,Cameron Smith ,Sport,,Pay On Pickup,253-326-9373,
12859,The Divine Salon,Corporate,,Pay On Pickup,,
12860,Seattle Colleges,School,Referral,Pay On Pickup,206-934-4302,
,,,,,,
,,,,,425-516-4425,
12861,HOPSNDROPS- Spokane NP,Food Service,Old customer,Net 10,509-205-5693,
12862,Basics.Co/Heart 2 Heart ,Contract,,Pay On Pickup,510-584-1598,
12863,PSOMAS,Construction ,,Pay On Pickup,414-324-2131,
,,,,,253-344-5284,
,,,,,253-229-5883,
,,,,,949-394-3547,
,,,,,916-788-8122,
,,,,,,
,,,,,425-344-4669,
,,,,,,
,,,,,2132231401,
12864,Midnight Garage,Corporate,Walk In,Pay On Pickup,916-215-1726,
12865,Seawolves Baseball ,,,,909-351-9055,
12866,John Crawford ,,Walk In,Pay On Pickup,360-965-9371,
12867,Q&Q Climate Systems ,Corporate,,Pay On Pickup,425-595-0488,
12868,J.D Cameron & Sons ,Construction ,,Pay On Pickup,253-318-7277,
12870,Gold Standard Construction  ,,,,253-951-4073,
12872,Barista Betties,Food Service,Referral,Pay On Pickup,18632613126,
12873,Refined Interiors ,Construction ,,Pay On Pickup,253-335-1011,
12875,Unassigned Artwork,House,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
12877,True Edge Fitness ,,,,253-267-2196,
12878,ACE KITCHEN & BATH ,Construction ,,Pay On Pickup,206-422-4889,
12879,"White Antler Carpentry, LLP",Construction ,Referral,Pay On Pickup,253-228-0778,
,,,,,,
12880,Seattle Native LLC,Contract,,Pay On Pickup,,
12881,Scott's Dental Supply ,Corporate,Jot Form Website,Pay On Pickup,253-358-3014,
12882,Builders FirstSource,Construction ,,,253-719-0513,
12883,Cavan Rees ,Person,,Pay On Pickup,253-332-3338,
12884,Matco Tools ,Construction ,Referral,Pay On Pickup,253-364-9812,
12885,Monica Murry,Events,,Pay On Pickup,253-304-6513,
12886,Straiter Enterprise Inc,Corporate,Google Search,Prepaid,803-665-8945,323-334-0446HQ
,,,,,,
,,,,,,
12888,Expert Air Control ,Construction ,Walk In,Pay On Pickup,253-770-2440,253-335-2050C
,,,,,253-312-6339,
12889,Head & Malesis Insurance Agencies,Corporate,Google Search,Pay On Pickup,253-939-0580,
12890,Copler Creek Printing Co,Contract,,Card# 1427,360-872-1064,
,,,,,360-872-1064,
12891,Cierra Commons ,Corporate,,Pay On Pickup,253-815-0393,
12892,Determined Strength ,Corporate,Referral,Pay On Pickup,360-790-2110,
12894,Legacy Protective,Corporate,Google Search,Pay On Pickup,206-949-8330,
,,,,,,
,,,,,206-930-7589,
12895,Sump Pump Wizards,Construction ,Drive By,Pay On Pickup,253-345-1866,
,,,,,253-297-2221,
12896,Joyful Korean Church of Seattle,Emblem,,,425-772-5887,
12897,Pierce County Sheriff- MT Detachment,Fire/Police,Old customer,Pay On Pickup,253-798-3850,
12898,Wilson Performance Properties LLC ,Corporate,,Pay On Pickup,253-329-0670,
12899,Port Of Seattle - Aviation Sec Dept. ,Corporate,Jot Form Website,Net 30,206-739-6685,
,,,,,206-495-2992,
,,,,,206-512-6241,
,,,,,,
,,,,,,
,,,,,206-787-6145,
,,,,,206-741-4902,
,,,,,206-549-2371,
12900,Mt Rainier Scenic Railroad ,Corporate,,Net 10,360-969-9099,
,,,,,,
,,,,,,
12901,Ross Earthworks LLC,Construction ,Drive By,Pay On Pickup,253-349-5964,C206-371-3819
12902,NW Superior Services ,Corporate,Referral,Pay On Pickup,206-452-9703,
12903,ST Paul Chong Ha Song Parish,,Google Search,Pay On Pickup,206-755-2400,
12905,Authentic Woodcraft Inc. ,Construction ,Drive By,Pay On Pickup,253-294-0528,
,,,,,253-939-8119,
12906,L'Arche Tahoma Hope,Corporate,,Pay On Pickup,253-535-3178 ,C505-310-0667
,,,,,253-535-3178 x101,
12907,Hilltop Heritage Middle School ,School,,Pay On Pickup,214-636-7836,
12908,Antony Gichuhi,,,Pay On Pickup,9133910364,
12909,Mechanical Sales Inc,Corporate,Google Search,Pay On Pickup,206-330-2260,
12910,USPS - Seattle NDC,Corporate,,Pay On Pickup,253-905-1663,
,,,,,,
12911,SaddleBrooke One,Food Service,Old customer,Net 10,520-917-3746,
,,,,,520-825-3048 X 120,
12912,Paul Feuerpfeil,Events,$1.00 T-Shirt,Prepaid,206-612-3103,
12913,Covington Creek Nursery ,Corporate,Null,Pay On Pickup,253-631-5320 c,206-949-4177 b
12914,The Highlands at Silverdale,AMC,Referral,Net 10,425-753-7513,
,,,,,(360) 900-2385,
12915,Jens Pointe,AMC,Referral,Net 10,,
,,,,,,
,,,,,,
12916,Fox Island Baseball (FICRA),School,Direct Mail,Pay On Pickup,253-225-0303,
12918,Family Tree Chiropractic ,Medical ,Referral,Pay On Pickup,360-376-5575,
12919,Pacific NW Equestrian Center ,Corporate,,Pay On Pickup,253-332-3126,
12920,Hearthside and Home LLC,Corporate,Referral,Pay On Pickup,425-771-6434,
12921,Protospyre ,Corporate,,Pay On Pickup,253-290-4198,
12922,Treepointe Apartments,Corporate,Drive By,Net 30,253-815-0393,253-754-6031
12923,Electrical Outfitters  NW ,Construction ,,Pay On Pickup,253-281-7516,
,,,,,253-281-7516,
12924,Molen Oral & Implant Surgery,Medical ,,Pay On Pickup,253-470-5020,
,,,,,,
12925,Sliverado Shower LLC,Corporate,,Pay On Pickup,253-310-6540,C360-434-6587
12926,Ocean Park Eagles Club 3602,Events,Referral,Pay On Pickup,360-244-1519,
12927,Jumpstart Mastery,Corporate,Google Search,Pay On Pickup,253-227-2652,
12928,Owen Lawrence,Events,$1.00 t-shirt,Pay On Pickup,,
12929,Red Dot Corporation ,Corporate,Google Search,Pay On Pickup,206-575-3840,
,,,,,206-651-1225,
,,,,,,
12930,Mafi International Rugs,Corporate,Referral,Pay On Pickup,18007196840,
12931,South Sound Welding ,Corporate,Referral,Pay On Pickup,253-740-5736,
12932,Jacy Nzioka,Corporate,Jot Form Website,,253-921-6356,
12933,Regalo International ,Contract,Direct Mail,Pay On Pickup,253-325-0581,
12934,Pacific Glass Media LLC,Corporate,Walk In,Pay On Pickup,253-208-6629,
12935,International Roadrunners,Corporate,,Pay On Pickup,2537404323,
12936,,,,,,
12937,Domino's Be Good Pizza LLC,Food Service,,Pay On Pickup,206-265-9711,
12938,Hess Bakery & Deli,Food Service,Google Search,Pay On Pickup,253-548-5538,
12939,Timber Real Estate,Corporate,,Pay On Pickup,253-686-0134,
12940,Amy Mahan,,,,206-255-4798,
12941,Cedar Wellness Center,Medical ,Google Search,Pay On Pickup,307-690-1475,
12943,Outsource Marketing,Corporate,,Pay On Pickup,425-283-1800,
12944,Key Peninsula Beekeeping ,Corporate,Google Search,Pay On Pickup,253-232-8880,
,,,,,352-228-1100,
12945,Michelle Boston ,Corporate,,Prepaid,253-389-0269,
12946,Evan West ($1.00 Tee),$1.00 Tee,,Pay On Pickup, (253)-314-4192,
12947,Carell Janzen,Corporate,Referral,Pay On Pickup,805-682-1931,
12948,NuuCo Electric ,Corporate,Referral,Pay On Pickup,425-529-8256,
12949,City Of Tacoma - Environmental Services Dept. ,Corporate,,Pay On Pickup,253-651-3298,
,,,,,253-502-2239,
12950,Impact Painting Services ,Construction ,Drive By,Pay On Pickup,253-961-3989,
12952,Jody M. Cawley ,Corporate,Walk In,Pay On Pickup,253-312-1773,
12953,Impact Painting Services ,Construction ,,Pay On Pickup,253-961-3989,
,,,,,253-266-5745,
12954,Cyndy VIlke ,Events,Word of Mouth,,253-345-0436,
,,,,,,
12955,Fawcett Painting Inc,Construction ,Google Search,Pay On Pickup,425-251-9664,
12956,DLC Concrete,Construction ,Referral,Pay On Pickup,707-803-0605,
,,,,,707-803-0605,
12958,,,,Pay On Pickup,206-334-0582,
12960,Maria Heinze,Events,Google Search,Pay On Pickup,253-212-3977,
12962,Federal Conveyor Component ,Corporate,,Pay On Pickup,360-214-2315,
12963,Tanner Sturdevant (Employee),Employee,Null,Pay On Pickup,,
12964,CloudZero,Corporate,Website Google,Prepaid,(469) 465-6228,
12965,Barrels Wine Bar,Corporate,Google Search,Pay On Pickup,206-359-0374,
12966,"Eurofins Environment Testing Northwest, LLC",Corporate,Google Search,Pay On Pickup,253-248-4974,
12967,JTP MUSIC,Events,Google Search,,253-228-2484,
12968,A Better Roofing Company,Construction ,,Pay On Pickup,206-271-3120,
12969,St. Joe Valley Resort,Events,,Pay On Pickup,253-888-5942,
12971,Jules on 3rd,AMC,Referral,Net 10,,
12972,Caitlyn Trout,Events,Jot Form Website,Prepaid,317-514-2747,
12973,Skorched Ice LLC,Retail,Google Search,Pay On Pickup,253-279-8402,
12974,Waitsburg Class of 1974,Events,,Pay On Pickup,253-861-3325,
12976,Anthony Data,Corporate,Jot Form Website,Pay On Pickup,253-279-2275,
12978,RW Restoration ,Construction ,Walk In,Pay On Pickup,206-778-4100,253-414-4433 cell
,,,,,,
,,,,,206-383-8084,
,,,,,,
,,,,,,
12979,Holden Village - Volunteer ,Events,,Pay On Pickup,253-329-4916,
,,,,,509-699-2401,
,,,,,928-255-2348,
12980,North Kitsap Little League ,,,Pay On Pickup,360-620-7007,
12982,Tacoma Rugby Club,Events,,Pay On Pickup,253-381-0654,
12983,Charles Lin,First Timer Tee,,Prepaid,617-834-2967,
12984,Kim Whitney,Events,Word of Mouth,Pay On Pickup,425-753-1320,
12985,Bio Decon Solutions,Events,Google Search,,360-393-5660,
12986,Vector Electrical Group  ,Corporate,Referral,Pay On Pickup,360-265-8583,
12987,Cascade Woods,AMC,Referral,Net 10,,
,,,,,,
12988,NW Chapter ATHS,Events,Referral,Pay On Pickup,253-720-6928,
12989,UnCruise Adventures,Corporate,Referral,Pay On Pickup,206-790-1760,
12990,"Little Fish Island, LLC",Events,Google Search,Pay On Pickup,702-467-8391,
12991,"Allie Grace Aesthetics, PLLC",Medical ,Other,Pay On Pickup,253-569-0702,
12992,Ken Moorman,Corporate,,Pay On Pickup,253-722-4107,
12993,Terenn Houk,Events,Referral,Pay On Pickup,360-761-8217,
12994,Nathan Riley,Events,Google Search,Pay On Pickup,253-666-0805,
12995,Kevin Doerr,,,Pay On Pickup,253-282-7911,
12996,Chris Adams,Events,Google Search,Pay On Pickup,253-375-5985,
12997,Green Lantern Pub,Food Service,,Pay On Pickup,360-289-2297,
12998,Rainier View Rooter ,Construction ,Jot Form Website,Pay On Pickup,253-435-1996,
,,,,,253-435-1996,
,,,,,253-435-1996,
12999,Parker Truck & Equipment Repair,Landscaper,Referral,Pay On Pickup,253-833-3696,
13000,Temple Fitness ,Corporate,Direct Mail,Pay On Pickup,253-838-0872,
13002,True Analytics Manufacturing Solutions,Events,Google Search,Pay On Pickup,253-777-5901,
13003,Evergreen Yacht Service ,Corporate,Jot Form Website,Pay On Pickup,206-856-6458,
13004,RCB Cleaning ,Construction ,,Pay On Pickup,206-605-6571,
13005,Marbleguards Counter Top Protection ,Corporate,,Pay On Pickup,206-446-9904,
13006,Premier Energy Solutions ,Corporate,Walk In,Pay On Pickup,253-332-3620,
13007,Chris Adams ,Events,,Pay On Pickup,253-370-2864,
13008,Cameron Walters,,,,4026090179,
13009,RXO ,Corporate,Walk In,Pay On Pickup,253-278-6845,
13010,Strategies 360,Corporate,,Pay On Pickup,,
,,,,,,
13011,Robert Maxcy ,Events,,Pay On Pickup,425-444-5912,
13012,Tonka Homes NW,Construction ,,Pay On Pickup,253-691-4282,
13013,Lewis County Sheriff's Office,Fire/Police,,,2089372447,
13015,PNW RC Crawlers,Events,Referral,Pay On Pickup,360-581-5173,
,,,,,,
13016,446 AMXS Booster Club,Corporate,,Pay On Pickup,3022414001,
13018,Sno Hawks Hockey,Corporate,,,2536866768,
13019,,,,,,
13020,,,,,,
13021,Landlord Solutions,,,,2532926348,
13022,Dyonii Flores (Employee),,,Pay On Pickup,2066042207,
13023,Solana Suy,,,Pay On Pickup,253 232 7478,
13024,,,,,,
13025,BPI Medical,Corporate,Walk In,Pay On Pickup,253-224-6090,
13026,Gravity Flooring LLC,Construction ,,Card# 5208,253-632-0310,
13028,Churchstreeter and Crosse,Corporate,,Pay On Pickup,936-626-0002,
13029,WatchTower IT Solutions,Corporate,Jot Form Website,Pay On Pickup,425-274-2107,
13030,Servco Water & Sewer,Construction ,,,206-271-9728,
13031,"Devinant Ollam, LLC",Events,Google Search,Pay On Pickup,347-263-7522,
,,,,,,
13032,Sister Cities International,Corporate,,Pay On Pickup,503-330-7770,
13035,"Day-Lee Foods, Inc.",Corporate,Jot Form Website,Pay On Pickup,562-903-3021,
,,,,,562-760-2997,
,,,,,562-802-6851,
,,,,,,
,,,,,206-498-6756,
13036,Camp Bar,Corporate,Walk In,,253-740-2393,
13037,Belfor Seattle ,Corporate,Drive By,Pay On Pickup,503-213-0437,
13038,Rankos Pharmacy,Corporate,Referral,Pay On Pickup,253-223-2236,
13039,Angel One Foundation,Corporate,,Pay On Pickup,253-381-5327,
13040,National Laser Restoration,Corporate,,Pay On Pickup,253-318-8167,
,,,,,2063002737,
,,,,,,
13042,Alexandra James ,Events,Walk In,Pay On Pickup,253-886-8801,
13043,RS Lending ,Corporate,Referral,Pay On Pickup,253-222-3595,
,,,,,253-495-0404,
13044,GTOGX ,,,Pay On Pickup,206-909-9984,
13046,,,,,,
13047,,,,,,
13050,Airstream Adventures - Spokane,Corporate,Google Search,Pay On Pickup,509-233-5150,
13051,Lindsey Danas,Corporate,,Pay On Pickup,425-418-7262,
13052,Discount Tire Co.,Corporate,,,425-306-1405,
13053,Mark Schelbert,,,Pay On Pickup,253-341-5902,
13054,FPC MomCo,Corporate,Old customer,Pay On Pickup,253-266-9191,
13056,Johnson Brush and Pasture,,,Pay On Pickup,206-423-3248,
13057,Lonesome Territory,,,Pay On Pickup,253-579-3969,
13058,Suave Studios,Contract,Referral,Pay On Pickup,253-499-2205,
13059,GRPL Club Jiu Jitsu Brasileiro,Corporate,,Pay On Pickup,206-890-1709,
13060,Johnson RV Fife,,,Pay On Pickup,(833) 667-0428,
13062,Jillian Ingalls,,,Pay On Pickup,360-434-1843,
13063,Smile Surfers Kids Dentistry,Medical ,,Pay On Pickup,253-528-8073,
13064,Acorn Brewing,Food Service,Other,Pay On Pickup,253-517-8899,
13065,Alaska Airline,,,,206-465-9284,
,,,,,503-936-2260,
13066,Cedar Crest Academy,School,Referral,Pay On Pickup,425-454-1234,
13067,J & D Construction ,Construction ,Jot Form Website,Pay On Pickup,682-554-4402,
13068,Misa Imports,Corporate,Walk In,Pay On Pickup,253-226-8778,
13070,Kraft Electric,Construction ,Walk In,Pay On Pickup,360-789-0102,
,,,,,253-208-9772,
13071,"HD Window and Gutter Cleaning, LLC",Construction ,Walk In,Pay On Pickup,253-249-1569,
13072,IBEX Construction,Construction ,Walk In,Pay On Pickup,360-886-1000,
13073,UW Dept. Of Emergency Medicine ,Medical ,Old customer,Pay On Pickup,253-331-5438,
,,,,,,
,,,,,(425) 359-3787,
13075,OCD Electric LLC,Construction ,Walk In,Pay On Pickup,509-599-7569,
13076,Ben Rarick,Corporate,Google Search,,(360) 790-6999,
13078,David Eunseok Kim ,Corporate,Jot Form Website,Pay On Pickup,206-889-7816,
13079,David Miller Photography,Corporate,,Pay On Pickup,425-283-6739,
13080,MG Power Electric LLC,Construction ,,Pay On Pickup,253-287-8474,
13081,Metro K9,Fire/Police,Old customer,Pay On Pickup,253-830-5000,
13082,Envision Healthcare At Home - Hospice ,Medical ,Google Search,Pay On Pickup,360-350-4875,
13083,At Your Service ,Construction ,Referral,Pay On Pickup,206-451-3073,
13085,Joel Peterson,,,Pay On Pickup,"253-740-7842
",
13086,Upland Development,Construction ,Direct Mail,Pay On Pickup,253-222-0255,
13087,Boyz N The Wood,,,,,
13089,Family Life Chaplain JBLM,Military,,Pay On Pickup,253-966-6848,
13091,CalPortland - Las Vegas ,Corporate,Old customer,Pay On Pickup,702-953-7563,702-906-9904
,,,,,,
,,,,,,
,,,,,Office: 702-953-7595,Mobile: 702-449-1950
13092,Alaska West Express,Corporate,Old customer,Pay On Pickup,360-367-9497,253-830-6105
,,,,,253-225-8346,
,,,,,253-830-6111,
13093,Golf Letica Sports and Rehab,Corporate,Drive By,Pay On Pickup,253-316-3257,
13094,Loreal Argyle,Corporate,,Pay On Pickup,253 335-7047,
13095,Team Keet Racing,Corporate,Drive By,Pay On Pickup,845-499-4898,
,,,,,206-682-1080,
13096,MZK Construction,Construction ,Drive By,,206-355-7480,
13098,HOPSNDROPS - Lacamas,Food Service,,Net 10,206-218-5522,
,,,,,,
,,,,,,
,,,,,,
13099,Hunters Capital,Corporate,Jot Form Website,,206-328-3333,
13100,Honolulu Freight Service,Corporate,Drive By,Pay On Pickup,206-730-4653,
13101,MB Precision ,Corporate,Google Search,Pay On Pickup,253-833-1695,
13102,"Little Elm LLC,ÿDBA: Community Sportsÿ

",Contract,Erik,Pay On Pickup,503-927-7810,
13103,Joan Doan,,,,206-979-9895,
13104,Healthy Homes,Corporate,,Pay On Pickup,360-440-6248,
